City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Praia Da Vitoria,PT,38.7333,-27.0667,57.45,77,75,6.73,broken clouds
347,Honavar,IN,14.2833,74.45,71.08,87,0,3.49,clear sky
348,Cermik,TR,38.1361,39.4493,34.29,58,95,4.97,overcast clouds
349,Olinda,BR,-8.0089,-34.8553,83.93,70,75,8.05,broken clouds
350,Lagos,NG,6.5833,3.75,84.52,79,31,6.44,scattered clouds
351,Yaguaron,PY,-25.6,-57.3,87.75,37,13,9.22,few clouds
352,Ust-Koksa,RU,50.2696,85.6108,7.95,93,100,1.43,overcast clouds
353,Talipparamba,IN,12.05,75.35,71.58,82,7,2.95,clear sky
354,Salekhard,RU,66.53,66.6019,-18.92,100,100,1.54,overcast clouds
355,Viedma,AR,-40.8135,-62.9967,91.81,14,0,8.08,clear sky
356,Shush,IR,32.1942,48.2436,58.19,47,0,2.8,clear sky
357,Ankazobe,MG,-18.3167,47.1167,66.61,88,79,5.28,light rain
358,Lai,TD,9.3952,16.2989,81.66,15,60,5.93,broken clouds
359,Ashington,GB,50.9331,-0.3909,50.85,88,100,8.01,moderate rain
360,Pilikwe,BW,-22.799,27.1938,72.43,38,21,4.94,few clouds
361,Soyo,AO,-6.1349,12.3689,78.93,87,97,6.64,overcast clouds
362,Gari,RU,59.4307,62.3497,3.51,98,96,4.27,overcast clouds
363,Siirt,TR,37.9326,41.9403,39.0,53,94,3.8,overcast clouds
364,Meulaboh,ID,4.1363,96.1285,76.28,89,92,5.35,overcast clouds
365,Shenkursk,RU,62.1091,42.896,10.49,96,100,6.69,overcast clouds
366,Mendi,PG,-6.1761,143.6513,56.77,99,100,0.51,overcast clouds
367,Am Timan,TD,11.0297,20.2827,80.85,14,98,6.71,overcast clouds
368,Impfondo,CG,1.6381,18.0667,77.18,31,98,3.58,overcast clouds
369,Kibungo,RW,-2.1597,30.5427,63.52,90,64,3.22,light rain
370,Huescar,ES,37.811,-2.5412,47.26,75,90,4.97,overcast clouds
371,Bandarbeyla,SO,9.4942,50.8122,74.84,66,20,16.53,few clouds
372,Mizdah,LY,31.4451,12.9801,52.77,50,71,9.35,broken clouds
373,Igra,RU,57.5558,53.0547,1.47,100,94,3.4,overcast clouds
374,Mundi,IN,22.0667,76.5,64.87,29,0,5.95,clear sky
375,La Paz,BO,-16.5,-68.15,53.58,76,75,9.22,broken clouds
376,Amapa,BR,1.0,-52.0,76.1,97,87,3.31,moderate rain
377,Ebikon,CH,47.0794,8.3404,38.52,84,1,4.61,clear sky
378,Okakarara,NA,-20.5833,17.4333,67.84,85,100,1.59,light rain
379,Pangody,RU,65.85,74.4859,-13.99,97,88,9.15,overcast clouds
380,Capao Da Canoa,BR,-29.7456,-50.0097,70.2,96,100,7.16,overcast clouds
381,Kintinku,TZ,-5.8833,35.2333,66.33,97,98,3.2,moderate rain
382,Bilma,NE,18.6853,12.9164,69.04,11,0,7.11,clear sky
383,Abu Zabad,SD,12.35,29.25,68.61,16,6,12.21,clear sky
384,Rockland,US,41.1668,-74.0496,31.21,71,100,1.01,overcast clouds
385,Tessalit,ML,20.1986,1.0114,67.03,16,17,10.22,few clouds
386,Aljezur,PT,37.3191,-8.8033,57.38,87,100,9.98,overcast clouds
387,Owando,CG,-0.4819,15.8999,74.14,81,100,3.22,overcast clouds
388,Kudahuvadhoo,MV,2.6708,72.8944,81.16,79,100,10.83,overcast clouds
389,Abha,SA,18.2164,42.5053,55.65,30,0,5.75,clear sky
390,Marienburg,PL,54.0359,19.0266,37.06,74,96,13.24,overcast clouds
391,Natal,BR,-5.795,-35.2094,84.85,74,20,17.27,few clouds
392,Puerto Ayacucho,VE,5.6639,-67.6236,94.78,35,22,4.25,few clouds
393,Soledade,BR,-28.8183,-52.5103,72.28,61,65,5.06,broken clouds
394,Lubango,AO,-14.9172,13.4925,58.77,75,71,2.91,broken clouds
395,Vardo,NO,70.3705,31.1107,26.58,63,75,25.32,broken clouds
396,Bartica,GY,6.4,-58.6167,86.32,73,85,6.02,overcast clouds
397,Vestmanna,FO,62.1564,-7.1664,31.12,69,100,18.41,overcast clouds
398,Bengkulu,ID,-3.8004,102.2655,75.96,89,99,3.49,overcast clouds
399,Salalah,OM,17.0151,54.0924,77.09,25,0,4.61,clear sky
400,Pedasi,PA,7.5333,-80.0333,83.46,65,65,7.25,broken clouds
401,Golovino,RU,55.9613,40.4251,24.28,94,100,7.9,light snow
402,Lock Haven,US,41.137,-77.4469,32.92,46,100,6.6,overcast clouds
403,Lieksa,FI,63.3167,30.0167,31.86,98,100,13.49,light snow
404,Eruwa,NG,7.5333,3.4167,82.54,60,12,7.63,few clouds
405,Hukuntsi,BW,-24.0,21.75,79.38,33,56,7.05,broken clouds
406,Espanola,US,35.9911,-106.0806,60.08,26,0,1.99,clear sky
407,Anloga,GH,5.7947,0.8973,84.42,82,70,11.86,light rain
408,Saint-Medard-En-Jalles,FR,44.8969,-0.7214,57.94,74,100,13.8,overcast clouds
409,Araouane,ML,18.9048,-3.5265,65.1,18,65,10.8,broken clouds
410,Turochak,RU,52.2576,87.1224,11.44,95,100,2.89,overcast clouds
411,Tibati,CM,6.4667,12.6333,76.87,15,51,8.08,broken clouds
412,Voitsberg,AT,47.0333,15.15,31.62,65,7,2.62,clear sky
413,Dalvik,IS,65.9702,-18.5286,-2.27,50,85,9.78,overcast clouds
414,Margate,GB,51.3813,1.3862,49.96,87,100,13.0,overcast clouds
415,Tonantins,BR,-2.8731,-67.8022,75.61,96,100,1.86,moderate rain
416,Norwalk,US,33.9022,-118.0817,90.34,14,20,3.44,few clouds
417,Polyarnyy,RU,69.1989,33.4478,16.27,82,100,18.23,light snow
418,Salinas,US,36.6777,-121.6555,84.0,30,0,9.22,clear sky
419,Issoire,FR,45.55,3.25,46.13,77,92,15.46,overcast clouds
420,Djibo,BF,14.1022,-1.6306,76.71,11,2,8.19,clear sky
421,Asamankese,GH,5.8601,-0.6635,81.5,85,98,4.47,light rain
422,Ode,NG,7.7899,5.7117,81.07,21,10,1.99,clear sky
423,San Cristobal,VE,7.7669,-72.225,80.78,37,96,3.2,overcast clouds
424,Lagoa,PT,39.05,-27.9833,56.62,61,81,7.2,broken clouds
425,Yuksekova,TR,37.5736,44.2872,21.83,70,100,5.14,overcast clouds
426,Maniitsoq,GL,65.4167,-52.9,2.32,87,100,12.97,overcast clouds
427,Fondi,IT,41.3541,13.4313,52.83,80,98,3.15,overcast clouds
428,Salinopolis,BR,-0.6136,-47.3561,78.62,86,100,8.43,heavy intensity rain
429,Hochst,AT,47.4593,9.6405,36.21,74,2,5.75,clear sky
430,Wilmington,US,34.2257,-77.9447,52.95,93,100,10.36,mist
431,Kralendijk,BQ,12.15,-68.2667,82.38,69,100,18.41,overcast clouds
432,Svetlogorsk,BY,52.6333,29.7333,28.11,82,36,11.12,scattered clouds
433,Jamsa,FI,61.8642,25.19,34.52,98,100,12.03,light snow
434,Benghazi,LY,32.1167,20.0667,57.45,66,0,3.06,clear sky
435,Gouyave,GD,12.1646,-61.7296,78.26,70,14,16.84,few clouds
436,Urumqi,CN,43.801,87.6005,11.35,79,0,4.47,clear sky
437,Toccoa,US,34.5773,-83.3324,57.18,23,0,13.8,clear sky
438,Neustrelitz,DE,53.3667,13.0833,37.85,82,100,13.13,overcast clouds
439,The Valley,AI,18.217,-63.0578,78.94,73,40,17.27,scattered clouds
440,Annonay,FR,45.2397,4.6708,47.07,84,99,16.93,overcast clouds
441,Mokrousovo,RU,55.8103,66.7653,7.0,97,99,5.08,overcast clouds
442,Carahue,CL,-38.7,-73.1667,77.2,57,100,8.48,overcast clouds
443,Jesup,US,31.6074,-81.8854,65.91,39,0,16.11,clear sky
444,Chimbote,PE,-9.0853,-78.5783,76.5,68,65,11.45,broken clouds
445,Awjilah,LY,29.1081,21.2869,56.16,50,53,7.38,broken clouds
446,Ilhabela,BR,-23.7781,-45.3581,76.21,85,59,7.09,broken clouds
447,Bardiyah,LY,31.7561,25.0865,55.83,65,0,6.82,clear sky
448,Karasjok,NO,69.4719,25.5112,12.31,96,100,1.3,light snow
449,Talcahuano,CL,-36.7167,-73.1167,64.08,72,40,17.27,scattered clouds
450,Volta Redonda,BR,-22.5231,-44.1042,79.59,97,41,5.01,scattered clouds
451,Chapais,CA,49.7834,-74.8492,-6.02,80,100,2.44,overcast clouds
452,High Rock,BS,26.6208,-78.2833,71.62,88,100,13.15,overcast clouds
453,Ortakoy,TR,38.7373,34.0387,25.05,95,100,3.29,overcast clouds
454,Miranda,CO,3.2499,-76.2281,82.53,83,91,2.26,overcast clouds
455,Samana,DO,19.2056,-69.3369,84.42,74,40,11.5,scattered clouds
456,Roznava,SK,48.6601,20.5376,34.74,77,83,1.99,broken clouds
457,Mercedes,AR,-34.6515,-59.4307,79.84,26,0,10.78,clear sky
458,Naivasha,KE,-0.7167,36.4359,63.1,74,100,4.43,overcast clouds
459,Beirut,LB,33.8889,35.4944,54.37,76,0,2.3,clear sky
460,Itarema,BR,-2.9248,-39.9167,80.26,77,8,14.05,clear sky
461,Iguape,BR,-24.7081,-47.5553,77.99,76,2,12.57,clear sky
462,Kapoeta,SS,4.7717,33.5903,85.69,27,59,2.08,broken clouds
463,Guipavas,FR,48.4352,-4.3972,48.36,89,75,11.5,broken clouds
464,Verkh-Suetka,RU,53.3,80.05,23.65,93,100,16.11,light snow
465,Ratnagiri,IN,16.9833,73.3,72.28,63,4,8.97,clear sky
466,Formosa Do Rio Preto,BR,-11.0483,-45.1931,75.88,86,41,1.9,heavy intensity rain
467,Verkhnyachka,UA,48.8285,30.0396,30.42,69,0,8.59,clear sky
468,Aswan,EG,24.0934,32.907,67.3,24,0,10.36,clear sky
469,Banepa,NP,27.6298,85.5214,44.92,93,20,0.0,mist
470,Hofn,IS,64.2539,-15.2082,21.51,60,17,10.71,few clouds
471,Abu Samrah,SY,35.3029,37.1841,49.59,65,0,6.93,clear sky
472,Xuddur,SO,4.1213,43.8894,76.37,36,85,16.31,overcast clouds
473,Dwarka,IN,22.2394,68.9678,69.76,61,0,9.71,clear sky
474,Frauenfeld,CH,47.5582,8.8985,36.93,79,0,3.44,clear sky
475,Le Port,RE,-20.9373,55.2919,80.6,79,30,2.82,scattered clouds
476,Korla,CN,41.7597,86.1469,28.92,46,0,4.76,clear sky
477,Kinkala,CG,-4.3614,14.7644,73.71,92,99,0.89,light rain
478,Novopskov,UA,49.5464,39.0899,12.34,99,47,3.96,scattered clouds
479,Trofors,NO,65.5333,13.4063,31.35,96,95,4.7,overcast clouds
480,Boden,SE,65.8252,21.6886,19.4,93,100,8.03,overcast clouds
481,Nizhnekamsk,RU,55.6366,51.8245,16.59,100,20,8.95,few clouds
482,Port Shepstone,ZA,-30.7414,30.455,74.61,79,100,9.17,overcast clouds
483,Uyemskiy,RU,64.4743,40.8524,3.25,85,0,6.71,clear sky
484,Albany,US,42.6001,-73.9662,26.02,53,100,3.0,overcast clouds
485,Rognan,NO,67.0953,15.3878,32.14,90,100,5.12,light snow
486,Sokoni,TZ,-6.4333,39.55,80.89,80,97,10.74,overcast clouds
487,Gewane,ET,10.1664,40.6453,81.34,39,92,5.01,overcast clouds
488,Laukaa,RU,58.7372,29.8453,31.32,82,100,12.73,snow
489,Zhurivka,UA,50.5028,31.7849,28.38,83,23,8.81,few clouds
490,Pauini,BR,-7.7136,-66.9764,76.69,95,91,6.02,moderate rain
491,Itaituba,BR,-4.2761,-55.9836,87.96,74,20,10.36,few clouds
492,Kargat,RU,55.1956,80.2811,24.33,95,100,12.48,light snow
493,Sidi Ali,DZ,36.0998,0.4206,48.99,83,3,1.28,clear sky
494,Santa Fe,AR,-31.6333,-60.7,87.03,28,0,5.99,clear sky
495,Hambantota,LK,6.1241,81.1185,76.01,81,100,11.21,overcast clouds
496,Yarmouth,US,41.7057,-70.2286,35.71,91,100,13.8,mist
497,Lukovetskiy,RU,64.2956,41.9211,3.18,95,100,5.5,overcast clouds
498,Kemijarvi,FI,66.7131,27.4306,25.74,96,100,9.35,light snow
499,Gainesville,US,29.6516,-82.3248,70.79,60,20,11.5,few clouds
500,Luena,AO,-11.7833,19.9167,63.7,88,98,2.17,overcast clouds
501,Uppsala,SE,60.0,17.75,39.97,93,100,12.66,overcast clouds
502,Coripata,BO,-16.3,-67.6,77.81,77,96,2.08,overcast clouds
503,Saint-Pierre,RE,-21.3393,55.4781,80.28,78,0,14.97,clear sky
504,Boke,GN,10.9409,-14.2967,73.35,75,5,3.31,clear sky
505,Pointe Michel,DM,15.25,-61.3833,83.34,54,75,5.75,broken clouds
506,Eucaliptus,BO,-17.5833,-67.5167,58.12,49,99,9.19,overcast clouds
507,Balkhash,KZ,46.844,74.9804,14.85,97,100,4.5,overcast clouds
508,Hurghada,EG,27.2574,33.8129,62.64,45,0,6.91,clear sky
509,Monrovia,LR,6.3005,-10.7969,80.37,83,72,6.46,broken clouds
510,Octeville,FR,49.6261,-1.6435,49.86,100,100,21.85,moderate rain
511,Roald,NO,62.5833,6.1333,43.16,100,75,2.3,broken clouds
512,Maldonado,UY,-34.6667,-54.9167,68.14,53,8,12.46,clear sky
513,Beckley,US,37.7782,-81.1882,31.23,68,100,10.36,overcast clouds
514,Siva,EG,29.2041,25.5195,58.21,42,73,6.4,broken clouds
515,Sura,RU,53.8879,45.7419,27.72,96,100,8.66,light snow
516,Arandis,NA,-22.4167,14.9667,67.46,72,37,3.89,light rain
517,Diffa,NE,13.3154,12.6113,73.65,11,0,8.16,clear sky
518,Taywarah,AF,33.35,64.4167,20.82,80,96,3.56,overcast clouds
519,Qaqortoq,GL,60.7167,-46.0333,23.99,88,100,7.76,overcast clouds
520,Kasempa,ZM,-13.4584,25.8338,62.67,90,59,2.17,broken clouds
521,Venado Tuerto,AR,-33.7456,-61.9688,79.9,16,0,2.19,clear sky
522,Saint-Joseph,RE,-21.3667,55.6167,79.18,85,16,9.82,few clouds
523,Barentu,ER,15.1139,37.5928,67.78,47,100,4.05,overcast clouds
524,Polunochnoye,RU,60.8697,60.4153,3.04,98,99,1.43,overcast clouds
525,Rio Grande,BR,-32.035,-52.0986,80.71,45,0,15.39,clear sky
526,Marawi,PH,7.9986,124.2928,62.65,91,100,2.93,overcast clouds
527,Pangoa,PE,-12.1167,-73.0,74.98,84,99,1.36,overcast clouds
528,San Andres,CO,12.5847,-81.7006,86.02,66,40,13.8,scattered clouds
529,Ajaccio,FR,42.0,8.9167,44.65,81,20,5.75,few clouds
530,Umm Lajj,SA,25.0213,37.2685,67.68,35,0,15.39,clear sky
531,Wana,PK,32.2989,69.5725,48.11,55,100,1.59,overcast clouds
532,Kalmunai,LK,7.4167,81.8167,75.9,84,98,7.38,overcast clouds
533,Cap-Haitien,HT,19.7578,-72.2042,80.55,69,40,10.36,scattered clouds
534,Veraval,IN,20.9,70.3667,67.53,56,0,12.39,clear sky
535,Conde,BR,-7.2597,-34.9075,83.66,74,20,10.36,few clouds
536,Nacala,MZ,-14.5428,40.6728,76.19,93,16,0.83,light rain
537,Muros,ES,42.7762,-9.0603,52.23,71,11,19.33,few clouds
538,Urmary,RU,55.6789,47.944,8.19,99,30,5.64,scattered clouds
539,Canandaigua,US,42.8742,-77.288,19.29,77,100,3.0,overcast clouds
540,Muravlenko,RU,63.7898,74.523,-16.15,100,98,8.77,overcast clouds
541,Donegal,IE,54.65,-8.1167,42.84,93,100,6.35,overcast clouds
542,Bushehr,IR,28.9684,50.8385,62.69,72,0,6.91,clear sky
543,Mogadishu,SO,2.0371,45.3438,77.16,82,100,17.9,overcast clouds
544,Ornes,NO,66.8689,13.7078,32.11,76,100,9.37,light snow
545,Osmaniye,TR,37.0742,36.2478,47.03,76,74,3.31,broken clouds
546,Domoni,KM,-12.2569,44.5319,79.16,82,2,1.68,clear sky
547,Zhizdra,RU,53.746,34.7395,24.94,86,91,9.73,overcast clouds
548,Semey,KZ,50.4111,80.2275,23.18,88,100,16.06,overcast clouds
549,Tahta,EG,26.7693,31.5021,59.32,39,0,8.01,clear sky
550,Nuuk,GL,64.1835,-51.7216,7.41,72,75,8.01,broken clouds
551,Sao Domingos,BR,-13.3983,-46.3183,74.48,87,57,2.75,broken clouds
552,Santa Cruz,BO,-17.8,-63.1667,85.46,48,75,13.8,broken clouds
553,Yining,CN,29.0361,114.5636,41.05,85,72,1.63,broken clouds
554,Bikaner,IN,28.0167,73.3,65.1,22,0,9.28,clear sky
555,Ziarat,PK,30.3823,67.7282,37.45,44,66,2.75,broken clouds
556,Itacoatiara,BR,-3.1431,-58.4442,81.32,84,88,2.55,overcast clouds
557,Strezhevoy,RU,60.7333,77.5889,-5.03,96,97,8.84,overcast clouds
558,Kalol,IN,22.6,73.45,65.71,31,0,5.44,clear sky
559,Parana,AR,-31.732,-60.5238,86.58,27,0,3.89,clear sky
560,Lodwar,KE,3.1191,35.5973,87.01,28,47,6.69,scattered clouds
561,Kemin,KG,42.7846,75.6892,27.03,73,100,4.14,overcast clouds
562,Mucurapo,TT,10.6667,-61.5333,86.05,61,59,15.35,broken clouds
563,Kristiinankaupunki,FI,62.2743,21.376,35.24,94,100,16.84,overcast clouds
564,Qandala,SO,11.472,49.8728,74.14,59,28,3.78,scattered clouds
565,Kastamonu,TR,41.5,33.6667,29.86,96,100,1.92,overcast clouds
566,Porto Nacional,BR,-10.7081,-48.4172,86.0,90,50,0.67,light rain
567,Altay,CN,47.8667,88.1167,4.05,72,70,7.49,broken clouds
568,Boralday,KZ,43.3578,76.8594,26.46,93,100,4.47,mist
569,Iralaya,HN,15.0,-83.2333,78.89,67,4,9.71,clear sky
570,Pervomayskoye,RU,43.919,46.7102,32.58,62,3,3.83,clear sky
571,Ibra,OM,22.6906,58.5334,65.66,52,0,4.72,clear sky
572,Aranos,NA,-24.1333,19.1167,69.1,71,100,14.07,light rain
573,Bani Walid,LY,31.7566,13.9942,54.66,59,55,9.17,broken clouds
574,Toamasina,MG,-18.1667,49.3833,77.0,94,40,2.3,scattered clouds
575,Mitsamiouli,KM,-11.3847,43.2844,80.58,80,9,1.63,clear sky
576,Anuradhapura,LK,8.3565,80.4173,71.46,94,98,4.32,overcast clouds
577,Inhambane,MZ,-23.865,35.3833,76.64,84,1,8.55,clear sky
578,Biltine,TD,14.5333,20.9167,75.4,10,100,12.91,overcast clouds
579,Selma,US,36.5708,-119.6121,80.04,35,5,2.55,clear sky
580,Wesselsbron,ZA,-27.8549,26.3658,71.4,38,6,4.94,clear sky
581,Yarqa,JO,31.9785,35.6947,53.65,59,0,2.01,clear sky
582,Luanda,AO,-8.8368,13.2343,78.8,78,0,4.61,clear sky
583,Manono,CD,-7.3,27.4167,69.51,96,100,3.06,light rain
584,Ondjiva,AO,-17.0667,15.7333,68.61,87,100,4.0,light rain
585,Tamandare,BR,-8.7597,-35.1047,81.21,74,5,12.64,clear sky
586,Galle,LK,6.0367,80.217,73.9,86,100,8.48,overcast clouds
587,Nizhnevartovsk,RU,60.9344,76.5531,-4.99,77,0,11.18,clear sky
588,Totness,SR,5.8833,-56.3167,79.09,80,70,11.18,broken clouds
589,Birao,CF,10.2849,22.7882,73.35,10,54,7.02,broken clouds
590,Mao,ES,39.8885,4.2658,54.16,76,40,9.22,scattered clouds
591,Beisfjord,NO,68.3751,17.5988,27.97,96,100,8.48,snow
592,Topolovgrad,BG,42.0833,26.3333,31.73,88,49,2.66,scattered clouds
593,Bembereke,BJ,10.2283,2.6634,80.78,14,80,5.53,broken clouds
594,Kindu,CD,-2.95,25.95,70.5,97,100,2.59,overcast clouds
595,Muscat,OM,23.6139,58.5922,69.6,70,65,13.96,broken clouds
596,Mendoza,AR,-32.8908,-68.8272,85.53,25,20,10.36,few clouds
597,Mtambile,TZ,-5.3833,39.7,78.76,80,80,9.91,broken clouds
598,Hit,IQ,33.6416,42.8251,56.32,39,0,8.66,clear sky
599,Serowe,BW,-22.3833,26.7167,69.94,41,39,3.83,scattered clouds
600,Yendi,GH,9.4427,-0.0099,87.94,40,47,6.33,scattered clouds
601,Vlore,AL,40.4667,19.4897,50.45,79,10,1.99,clear sky
602,Micheweni,TZ,-4.9667,39.8333,79.12,80,90,8.93,overcast clouds
603,Kontagora,NG,10.3999,5.4695,83.52,14,13,4.47,few clouds
604,Aguimes,ES,27.9054,-15.4461,62.65,72,20,13.0,few clouds
605,Howell,US,42.6073,-83.9294,21.18,78,100,3.44,haze
606,Springbok,ZA,-29.6643,17.8865,77.65,41,12,7.38,few clouds
607,Havelock,US,34.8791,-76.9013,46.38,88,100,3.0,light rain
608,Iskateley,RU,67.6803,53.1512,-0.72,98,62,8.23,broken clouds
609,Gao,ML,16.6362,1.637,71.33,11,2,3.89,clear sky
610,Aflao,TG,6.116,1.1914,84.33,79,20,9.22,few clouds
611,Bafq,IR,31.6128,55.4107,47.23,44,0,4.74,clear sky
612,Agadir,MA,30.4202,-9.5982,61.25,63,0,6.29,clear sky
613,Maxixe,MZ,-23.8597,35.3472,75.67,87,1,7.4,clear sky
614,Sechura,PE,-5.5569,-80.8222,80.92,59,81,16.53,broken clouds
615,Van,TR,38.4924,43.3831,23.83,63,100,6.46,overcast clouds
616,Mirador,BR,-6.3708,-44.3631,75.51,92,99,3.04,moderate rain
617,Mathbaria,BD,22.2876,89.9593,59.4,59,5,6.91,clear sky
618,Chicama,PE,-7.8447,-79.1469,72.14,55,68,11.25,broken clouds
619,Eskisehir,TR,39.7767,30.5206,34.63,93,100,3.53,overcast clouds
620,Gdansk,PL,54.3521,18.6464,38.08,76,0,13.8,clear sky
621,Bloomingdale,US,27.8936,-82.2404,74.32,74,40,10.36,scattered clouds
622,Umtata,ZA,-31.5889,28.7844,65.57,97,100,0.94,overcast clouds
623,Olot,ES,42.181,2.4901,52.99,62,68,4.0,broken clouds
624,Baena,ES,37.6167,-4.3225,56.43,73,100,6.8,overcast clouds
625,Mecca,SA,21.4267,39.8261,75.29,33,0,5.7,clear sky
626,Vieux-Habitants,GP,16.0589,-61.7659,75.7,71,7,14.58,clear sky
627,Tashtyp,RU,52.7939,89.8983,5.59,97,100,1.14,overcast clouds
628,Sinnamary,GF,5.3833,-52.95,77.76,88,62,10.07,broken clouds
629,Mogapinyana,BW,-22.3667,27.6,71.2,43,100,5.64,overcast clouds
630,Virbhadra,IN,30.0712,78.2819,54.1,70,0,4.45,clear sky
631,Balsas,BR,-7.5325,-46.0356,78.76,85,57,2.77,broken clouds
632,Siderno,IT,38.2779,16.302,56.39,85,10,2.62,clear sky
633,Kankan,GN,10.3854,-9.3057,78.62,15,6,4.34,clear sky
634,Valday,RU,57.9747,33.2525,26.89,87,100,12.44,light snow
635,Kattivakkam,IN,13.2167,80.3167,79.07,80,4,8.08,clear sky
636,Puerto Baquerizo Moreno,EC,-0.9,-89.6,81.59,74,75,13.8,broken clouds
637,Comodoro Rivadavia,AR,-45.8667,-67.5,78.66,38,40,21.85,scattered clouds
638,Ouidah,BJ,6.3631,2.0851,84.06,81,27,12.95,scattered clouds
639,Beinamar,TD,8.6698,15.3813,80.19,13,21,5.12,few clouds
640,Morada Nova,BR,-5.1067,-38.3725,84.09,56,96,10.69,overcast clouds
641,Muisne,EC,0.6,-80.0333,82.51,82,100,6.38,light rain
642,Ogulin,HR,45.2661,15.2286,36.52,82,58,4.07,broken clouds
643,Diego De Almagro,CL,-26.3667,-70.05,80.51,16,35,12.8,scattered clouds
644,Banyo,CM,6.75,11.8167,70.9,21,72,4.85,broken clouds
645,Kolo,PL,52.2002,18.6387,36.25,71,20,13.24,few clouds
646,Fonte Boa,BR,-2.4959,-66.2662,79.93,93,100,2.39,heavy intensity rain
647,Dinga,PK,32.6398,73.722,55.47,64,70,3.62,broken clouds
648,Wattegama,LK,6.7989,81.4808,70.65,91,99,3.91,overcast clouds
649,Damietta,EG,31.4165,31.8133,57.09,72,0,9.64,clear sky
650,Aquiraz,BR,-3.9014,-38.3911,84.29,80,16,8.55,few clouds
651,Libertador General San Martin,AR,-23.8064,-64.7876,82.98,54,95,4.27,overcast clouds
652,Adwa,ET,14.1646,38.8955,63.97,52,100,1.59,overcast clouds
653,Sur,OM,22.5667,59.5289,72.0,68,0,8.72,clear sky
654,Boende,CD,-0.2167,20.8667,79.5,66,97,2.01,overcast clouds
655,Ankazoabo,MG,-22.2833,44.5167,76.05,67,4,3.74,clear sky
656,Carnarvon,AU,-24.8667,113.6333,75.27,88,3,3.44,clear sky
657,Lapua,FI,62.9693,23.0088,36.3,97,100,10.29,overcast clouds
658,Iglesias,IT,39.3114,8.535,50.76,90,6,2.39,clear sky
659,Assen,NL,52.9967,6.5625,48.94,66,100,18.41,overcast clouds
660,Staryy Krym,UA,45.0333,35.1,30.04,80,98,4.81,overcast clouds
661,Rio Gallegos,AR,-51.6226,-69.2181,59.05,20,20,49.48,few clouds
662,Larsnes,NO,62.2028,5.5773,42.85,98,100,7.29,moderate rain
663,Togur,RU,58.3631,82.8265,6.12,94,100,11.72,overcast clouds
664,Cupira,BR,-8.6167,-35.95,79.43,62,62,14.45,broken clouds
665,Sabla,NG,12.7525,4.7077,78.51,11,100,10.22,overcast clouds
666,Iisalmi,FI,63.5592,27.1907,33.82,98,100,10.49,snow
667,Rjukan,NO,59.8789,8.5941,39.65,98,100,2.19,light rain
668,Setermoen,NO,68.861,18.3486,10.36,95,100,7.83,light snow
669,Teguise,ES,29.0605,-13.564,61.02,77,20,9.22,few clouds
670,Nyimba,ZM,-14.5566,30.8149,67.55,96,100,2.64,overcast clouds
671,Harrison,US,30.4091,-89.0436,55.35,23,0,8.05,clear sky
672,Kargasok,RU,59.0556,80.8572,5.7,94,100,14.38,light snow
673,Bjornevatn,NO,69.6672,29.9847,20.82,92,100,16.11,snow
674,Keflavik,IS,64.0049,-22.5624,28.83,86,75,8.05,broken clouds
675,Scaesti,RO,44.4667,23.5833,39.25,64,100,6.24,overcast clouds
676,Imbituba,BR,-28.24,-48.6703,82.29,73,43,7.23,scattered clouds
677,Cascais,PT,38.6979,-9.4215,57.47,78,38,20.0,scattered clouds
678,Rio Bananal,BR,-19.265,-40.3333,76.15,87,76,7.65,broken clouds
679,Nicoya,CR,10.1483,-85.452,85.55,42,37,13.38,scattered clouds
680,Soron,IN,27.8833,78.75,54.21,64,0,2.33,clear sky
681,America Dourada,BR,-11.4553,-41.4361,69.89,93,96,6.33,overcast clouds
682,Urucui,BR,-7.2294,-44.5561,78.15,86,78,2.19,broken clouds
683,Lugovoy,KZ,42.9472,72.7644,28.83,80,100,5.17,overcast clouds
684,Pierrelatte,FR,44.3776,4.702,50.0,69,100,15.86,overcast clouds
685,Lucapa,AO,-8.4192,20.7447,65.7,98,100,4.03,light rain
686,Schwarzenbek,DE,53.5,10.4833,44.08,79,100,12.86,overcast clouds
687,Cantanhede,BR,-3.6333,-44.3767,76.96,94,77,4.07,moderate rain
688,Idritsa,RU,56.3316,28.8988,27.34,81,96,11.68,overcast clouds
689,Mungeli,IN,22.0667,81.6833,56.25,31,0,4.54,clear sky
690,Geraldton,AU,-28.7667,114.6,73.81,83,100,1.14,overcast clouds
691,Artyom,AZ,40.4723,50.333,41.14,62,80,20.2,broken clouds
692,Nouakchott,MR,18.0858,-15.9785,71.53,52,100,8.61,overcast clouds
693,Bodden Town,KY,19.2833,-81.25,84.99,69,75,4.61,broken clouds
694,Breves,BR,-1.6822,-50.4803,78.42,85,91,2.75,overcast clouds
695,Elvas,PT,38.8815,-7.1628,53.82,86,100,10.78,overcast clouds
696,Mikkeli,FI,61.6886,27.2723,33.91,93,100,10.36,light intensity drizzle
697,Atbasar,KZ,51.8,68.3333,1.78,98,100,4.9,overcast clouds
698,Westport,US,41.1415,-73.3579,31.75,71,100,8.99,overcast clouds
699,Teruel,ES,40.6667,-0.6667,42.76,81,99,18.41,overcast clouds
